ID,F16,F17,F18,F19,F20,F23,F24,F25
458191,3,2,2,有,無,,0,0
458192,3,2,1,有,無,,0,0
458193,3,1,1,有,無,,0,0
458194,2,1,2,有,無,,0,0
458195,1,1,1,有,有,,0,0
458196,4,2,2,有,有,坡道平面,0,0
458197,0,1,2,有,有,,0,0
458198,4,2,1,有,無,,0,0
458199,4,2,2,有,無,,0,0
458200,2,1,1,有,無,,0,0
458201,4,2,2,有,無,,0,0
458202,0,0,0,有,無,,0,0
458203,4,2,3,有,無,,0,0
458204,0,0,0,有,無,,0,0
458205,3,2,1,有,無,,0,0
458206,2,2,1,有,無,,0,0
458207,3,2,2,有,有,,0,0
458208,3,2,2,有,有,,0,0
458209,3,2,2,有,無,,0,0
458210,2,2,1,有,有,,0,0
458211,3,2,2,有,無,,0,0
458212,3,2,2,有,有,,0,0
458213,2,3,2,有,有,坡道平面,0,0
458214,3,1,1,有,無,,0,0
458215,3,2,2,有,有,,0,0
458216,4,2,3,有,有,坡道平面,0,0
458217,6,3,4,有,無,,0,0
458218,2,1,2,有,有,,0,0
458219,0,0,0,有,無,,0,0
458220,3,2,1,有,無,坡道平面,0,0
458221,3,2,2,有,有,坡道平面,0,0
458222,0,0,0,無,有,,0,0
458223,3,2,2,有,有,坡道平面,26.47999954,1100000
458224,1,0,1,有,有,,0,0
458225,1,1,1,有,無,,0,0
458226,0,0,0,有,無,,0,0
458227,2,2,2,有,無,,0,0
458228,2,1,1,有,無,,0,0
458229,2,2,1,有,無,,0,0
458230,0,0,0,無,有,升降機械,0,0
458231,0,1,1,有,有,,0,0
458232,3,1,2,有,無,,0,0
458233,0,0,0,無,有,,0,0
458234,2,2,1,有,有,,0,0
458235,2,1,2,有,有,坡道平面,41.38000107,0
458236,0,0,0,無,無,,0,0
458237,2,2,1,有,無,,0,0
458238,0,0,0,有,無,,0,0
458239,4,1,1,有,無,,0,0
458240,3,2,2,有,有,升降機械,15.05000019,0
458241,4,2,3,有,無,,0,0
458242,0,0,0,有,無,,0,0
458243,3,2,2,有,有,坡道平面,0,0
458244,4,2,5,有,無,,0,0
458245,2,1,2,有,有,,0,0
458246,0,0,0,無,無,,0,0
458247,3,2,2,有,無,升降平面,35.20999908,1000000
458248,3,2,2,有,無,升降平面,35.20999908,1000000
458249,3,2,2,有,無,升降平面,36.93000031,1000000
458250,2,2,2,有,無,升降平面,36.93000031,1000000
458251,4,2,2,有,無,升降平面,36.93000031,1000000
458252,3,2,2,有,無,,0,0
458253,3,2,2,有,無,,0,0
458254,3,2,2,有,無,,0,0
458255,2,2,2,有,無,,0,0
458256,4,2,2,有,無,升降平面,36.93000031,1000000
458257,0,1,1,有,無,,0,0
458258,4,2,2,有,無,,0,0
458259,3,2,2,有,有,坡道平面,38.45999908,0
458260,3,2,3,有,有,,0,0
458261,0,0,0,有,無,,0,0
458262,2,1,1,有,有,坡道平面,0,0
458263,4,2,1,有,無,,0,0
458264,4,2,2,有,有,,0,0
458265,3,1,2,有,有,坡道平面,0,0
458266,3,2,2,有,有,,0,0
458267,1,1,1,有,有,,0,0
458268,0,0,0,無,無,,0,0
458269,0,0,0,無,無,,0,0
458270,4,2,2,有,無,,0,0
458271,2,1,1,有,無,,0,0
458272,3,2,2,有,無,,0,0
458273,3,2,1,有,無,,0,0
458274,0,0,0,無,無,,0,0
458275,0,0,0,有,有,坡道平面,45.95000076,400000
458276,3,2,2,有,無,,0,0
458277,3,2,1,有,無,,0,0
458278,3,1,4,有,無,,0,0
458279,3,2,1,有,無,,0,0
458280,3,2,1,有,無,,0,0
458281,4,1,2,有,無,,0,0
458282,3,1,1,有,無,,0,0
458283,0,0,3,無,無,,0,0
458284,3,2,2,有,有,,0,0
458285,2,2,1,有,有,,0,0
458286,2,1,2,有,有,,0,0
458287,3,2,2,有,無,,0,0
458288,4,2,2,有,有,坡道平面,0,0
458289,2,1,1,有,無,,0,0
458290,6,2,3,有,有,坡道平面,0,0
458291,3,2,1,有,無,,0,0
458292,3,1,1,有,有,坡道平面,0,0
458293,3,2,2,有,無,坡道平面,14.06999969,0
458294,2,1,2,有,無,,0,0
458295,1,1,1,有,無,,0,0
458296,1,1,1,有,有,,0,0
458297,1,1,1,有,無,,0,0
458298,3,2,1,有,無,,0,0
458299,0,0,0,有,無,,0,0
458300,4,2,2,有,無,,0,0
458301,0,0,0,有,無,,0,0
458302,2,2,1,有,無,,0,0
458303,3,2,2,有,有,,0,0
458304,2,2,1,有,無,,0,0
458305,3,2,2,有,無,,0,0
458306,3,1,2,有,有,,0,0
458307,3,2,1,有,無,,0,0
458308,0,0,0,有,無,,0,0
458309,1,1,1,有,無,,0,0
458310,3,2,1,有,無,,0,0
458311,3,2,1,有,無,,0,0
458312,3,2,1,有,有,,0,0
458313,4,2,2,有,無,,0,0
458314,3,2,2,有,有,坡道平面,48.04000092,0
458315,4,3,2,有,無,,0,0
458316,3,2,2,有,無,,0,0
458317,4,2,2,有,有,坡道平面,0,0
458318,3,2,2,有,有,坡道平面,0,0
458319,3,2,1,有,無,,0,0
458320,3,2,2,有,有,,0,0
458321,1,1,1,有,有,坡道平面,0,0
458322,3,2,1,有,無,,0,0
458323,3,2,2,有,有,坡道平面,0,0
458324,1,0,1,有,有,,0,0
458325,2,2,2,有,無,,0,0
458326,0,0,0,有,無,,0,0
458327,2,1,2,有,無,,0,0
458328,3,2,1,有,無,,0,0
458329,4,4,2,有,有,,0,0
458330,3,2,2,有,有,,0,0
458331,0,2,1,有,無,,0,0
458332,5,1,2,有,無,,0,0
458333,2,2,2,有,有,,0,0
458334,0,0,0,有,有,坡道平面,16.94000053,600000
458335,0,0,0,有,無,,0,0
458336,4,2,2,有,有,,0,0
458337,5,1,2,有,無,,0,0
458338,0,0,0,無,無,,0,0
458339,6,0,6,有,無,,0,0
458340,4,4,2,有,無,,0,0
458341,3,2,1,有,無,,0,0
458342,2,2,3,有,有,,0,0
458343,2,1,1,有,有,,0,0
458344,4,2,2,有,有,坡道機械,48.04000092,0
458345,3,2,2,有,有,,0,0
458346,0,0,0,無,無,,0,0
458347,3,2,1,有,無,,0,0
458348,3,2,1,有,無,,0,0
458349,4,2,2,有,有,坡道平面,0,0
458350,1,1,1,有,有,,0,0
458351,3,2,1,有,無,,0,0
458352,2,2,1,有,無,,0,0
458353,0,0,0,有,無,,0,0
458354,4,2,2,有,無,,0,0
458355,1,0,1,有,無,,0,0
458356,4,2,1,有,無,,0,0
458357,4,4,2,有,無,,0,0
458358,4,2,2,有,無,,0,0
458359,3,2,2,有,無,,0,0
458360,3,2,2,有,有,,0,0
458361,4,2,2,有,有,,0,0
458362,3,2,2,有,無,,0,0
458363,3,2,2,有,有,坡道平面,0,0
458364,3,1,2,有,無,,0,0
458365,3,2,2,有,有,坡道平面,0,0
458366,3,2,2,有,無,,0,0
458367,2,1,1,有,有,,0,0
458368,1,1,1,有,有,,0,0
458369,2,1,2,有,有,坡道平面,0,0
458370,2,2,2,有,無,,0,0
458371,3,2,1,有,無,,0,0
458372,3,2,2,有,有,,0,0
458373,3,2,2,有,無,,0,0
458374,0,0,0,有,無,坡道機械,18.48999977,750000
458375,3,2,2,有,無,升降機械,0,0
458376,0,0,0,無,無,,0,0
458377,2,1,1,有,有,,0,0
458378,0,0,0,有,無,,0,0
458379,0,0,0,有,有,坡道機械,0,600000
458380,3,2,2,有,有,坡道平面,0,0
458381,3,2,1,有,有,,0,0
458382,3,1,2,有,無,,0,0
458383,3,2,2,有,無,,0,0
458384,3,2,2,有,無,,0,0
458385,3,2,2,有,無,,0,0
458386,3,1,1,有,無,,0,0
458387,0,0,0,有,無,,0,0
458388,2,1,1,有,無,,0,0
458389,2,2,1,有,無,,0,0
458390,0,0,0,有,無,,0,0
458391,4,2,2,有,有,,0,0
458392,0,0,0,有,有,坡道平面,0,700000
458393,0,0,0,有,無,,0,0
458394,0,0,0,有,無,,0,0
458395,2,1,1,有,無,,0,0
458396,4,2,3,有,有,坡道平面,0,0
458397,3,2,2,有,無,,0,0
458398,0,0,1,無,無,坡道機械,0,0
458399,3,1,1,有,有,,0,0
458400,2,1,1,有,無,,0,0
458401,0,0,0,有,無,,0,0
458402,0,0,0,有,無,,0,0
458403,0,0,0,有,無,,0,0
458404,4,2,2,有,無,,0,0
458405,2,1,1,有,無,,0,0
458406,4,2,2,有,有,,0,0
458407,1,0,1,有,有,,0,0
458408,3,2,2,有,無,,0,0
458409,3,2,1,有,無,,0,0
458410,3,2,2,有,無,,0,0
458411,5,2,5,有,無,其他,0,0
458412,2,1,1,有,無,,0,0
458413,3,2,2,有,無,,0,0
458414,2,2,1,有,無,,0,0
458415,3,1,2,有,無,,0,0
458416,3,2,1,有,有,,0,0
458417,3,1,2,有,無,坡道平面,0,0
458418,0,0,0,有,有,坡道機械,20.77000046,670000
458419,2,2,2,有,有,坡道平面,0,0
458420,3,2,2,有,無,升降平面,36.93000031,1000000
458421,2,2,1,有,有,,0,0
458422,3,2,2,有,有,坡道平面,34.63000107,0
458423,2,1,1,有,有,,0,0
458424,3,2,2,有,無,,0,0
458425,3,2,1,有,有,坡道平面,39.72000122,0
458426,3,1,1,有,無,,0,0
458427,1,1,1,有,有,,0,0
458428,0,0,0,有,無,,0,0
458429,3,1,2,有,無,,0,0
458430,3,2,2,有,有,坡道平面,0,0
458431,4,2,1,有,無,,0,0
458432,2,1,1,有,無,,0,0
458433,0,0,0,有,無,,0,0
458434,3,2,2,有,無,,0,0
458435,4,2,2,有,有,坡道平面,38.86999893,0
458436,0,0,0,有,無,,0,0
458437,2,1,1,有,無,,0,0
458438,2,1,1,有,無,,0,0
458439,3,2,2,有,有,,0,0
458440,1,1,1,有,無,,0,0
458441,3,2,2,有,無,,0,0
458442,3,2,1,有,無,,0,0
458443,3,2,2,有,有,坡道平面,0,0
458444,0,0,0,有,有,坡道平面,34.16999817,530000
458445,1,1,1,有,有,,0,0
458446,3,2,2,有,有,,0,0
458447,0,0,0,無,無,,0,0
458448,1,1,1,有,有,,0,0
458449,2,1,1,有,無,,0,0
458450,3,2,2,有,無,,0,0
458451,2,1,1,有,無,,0,0
458452,3,2,1,有,有,,0,0
458453,3,2,1,有,無,,0,0
458454,3,2,1,有,無,,0,0
458455,3,2,2,有,無,,0,0
458456,4,3,3,有,有,,0,0
458457,4,2,2,有,無,,0,0
458458,0,0,0,有,無,,0,0
458459,4,2,2,有,無,,0,0
458460,2,1,1,有,有,,0,0
458461,5,2,3,有,無,,0,0
458462,0,0,0,有,無,,0,0
458463,1,1,1,有,無,,0,0
458464,0,0,0,有,無,,0,0
458465,4,2,2,有,無,,0,0
458466,2,1,1,有,無,,0,0
458467,1,1,1,有,無,,0,0
458468,3,1,1,有,無,,0,0
458469,2,1,1,有,無,,0,0
458470,3,2,2,有,有,坡道平面,0,0
458471,1,1,1,有,有,坡道平面,0,0
458472,0,2,2,有,有,坡道平面,0,0
458473,3,2,1,有,無,,0,0
458474,3,2,1,有,無,,0,0
458475,3,1,1,有,無,,0,0
458476,3,2,2,有,有,,0,0
458477,4,1,1,有,無,,0,0
458478,3,2,2,有,無,,0,0
458479,3,2,2,有,無,,0,0
458480,3,2,2,有,有,,0,0
458481,3,1,1,有,無,,0,0
458482,3,1,2,有,有,,0,0
458483,0,1,1,有,無,,0,0
458484,0,0,0,無,無,,0,0
458485,3,2,2,有,無,,0,0
458486,4,2,2,有,有,坡道機械,0,0
458487,0,0,0,有,無,,0,0
458488,2,1,1,有,無,,0,0
458489,2,2,1,有,有,,0,0
458490,0,0,0,無,無,,0,0
458491,0,0,0,有,無,,0,0
458492,3,2,2,有,有,坡道平面,0,0
458493,3,2,2,有,有,坡道平面,0,0
458494,4,2,2,有,有,坡道平面,34.15999985,0
458495,2,1,2,有,有,,0,0
458496,2,2,2,有,有,坡道平面,0,0
458497,3,2,2,有,有,坡道平面,0,0
458498,3,2,1,有,無,,0,0
458499,3,2,2,有,有,坡道平面,31.97999954,0
458500,6,2,2,有,無,,0,0
458501,3,1,1,有,有,,0,0
458502,3,2,2,有,有,,0,0
458503,0,0,0,有,無,,0,0
458504,1,1,1,有,無,,0,0
458505,3,2,2,有,無,,0,0
458506,3,2,2,有,有,坡道機械,12.48999977,0
458507,3,2,1,有,無,,0,0
458508,2,1,1,有,無,,0,0
458509,0,0,1,無,無,坡道平面,35.72999954,800000
458510,1,1,1,有,有,,0,0
458511,1,1,1,有,有,,0,0
458512,3,1,1,有,有,,0,0
458513,2,1,2,有,無,,0,0
458514,0,0,2,有,有,,0,0
458515,3,2,2,有,無,坡道平面,30.72999954,800000
458516,3,2,2,有,無,坡道平面,30.72999954,1200000
458517,3,2,2,有,無,坡道平面,66.45999908,2600000
458518,3,2,2,有,無,坡道平面,35.72999954,1120000
458519,3,2,2,有,無,坡道平面,30.72999954,1200000
458520,0,0,1,無,無,坡道平面,35.72999954,1350000
458521,0,0,0,有,無,,0,0
458522,0,0,0,有,有,坡道平面,32.02999878,850000
458523,3,2,2,有,有,坡道平面,28.13999939,0
458524,3,2,1,有,無,,0,0
458525,3,2,1,有,無,,0,0
458526,2,2,1,有,無,,0,0
458527,3,2,2,有,無,,0,0
458528,3,2,2,有,無,坡道平面,35.72999954,960000
458529,3,2,2,有,無,坡道平面,35.72999954,1100000
458530,3,2,2,有,無,坡道平面,35.72999954,960000
458531,3,2,2,有,無,坡道平面,35.72999954,1350000
458532,3,2,2,有,無,,0,0
458533,6,2,3,有,有,,0,0
458534,3,2,2,有,有,,0,0
458535,0,0,0,有,無,,0,0
458536,3,2,1,有,無,,0,0
458537,1,1,1,有,無,,0,0
458538,4,2,2,有,無,,0,0
458539,3,2,2,有,有,,0,0
458540,0,0,0,無,無,,0,0
458541,0,0,0,有,無,,0,0
458542,3,2,2,有,有,,0,0
458543,2,1,1,有,有,,0,0
458544,3,2,2,有,無,,0,0
458545,3,2,2,有,無,坡道平面,35.72999954,1350000
458546,3,2,2,有,無,坡道平面,35.72999954,1120000
458547,3,2,2,有,無,坡道平面,35.72999954,1350000
458548,3,2,2,有,無,坡道平面,35.72999954,1350000
458549,3,2,2,有,無,坡道平面,35.72999954,960000
458550,3,2,2,有,無,坡道平面,35.72999954,1350000
458551,2,1,1,有,無,,0,0
458552,3,2,2,有,無,,0,0
458553,3,2,1,有,無,,0,0
458554,3,1,2,有,有,,0,0
458555,0,0,0,有,有,坡道平面,34.16999817,650000
458556,3,2,2,有,有,,0,0
458557,4,2,2,有,有,坡道平面,0,0
458558,0,0,0,有,無,,0,0
458559,2,2,1,有,有,,0,0
458560,3,1,1,有,無,,0,0
458561,3,1,1,有,無,,0,0
458562,3,1,2,有,有,,0,0
458563,1,1,1,有,有,,0,0
458564,2,1,2,有,有,,0,0
458565,3,3,3,有,有,坡道平面,0,0
458566,3,2,1,有,有,,0,0
458567,0,0,0,有,有,坡道平面,36.52999878,400000
458568,0,0,0,有,有,坡道平面,45.95000076,400000
458569,3,1,1,有,無,,0,0
458570,3,2,2,有,有,坡道平面,0,450000
458571,0,0,0,有,無,,0,0
458572,3,2,2,有,無,,0,0
458573,3,2,2,有,無,坡道平面,30.72999954,1250000
458574,3,2,2,有,無,,0,0
458575,3,2,2,有,無,坡道平面,30.72999954,1250000
458576,3,2,2,有,無,坡道平面,35.72999954,1210000
458577,3,2,2,有,無,坡道平面,35.72999954,1350000
458578,3,2,2,有,無,,0,0
458579,0,0,0,無,無,,0,0
458580,3,2,2,有,有,,0,0
458581,3,1,1,有,無,,0,0
458582,0,0,0,無,無,,0,0
458583,3,2,2,有,有,坡道平面,22.79999924,1000000
458584,3,1,1,有,無,,0,0
458585,3,2,1,有,無,,0,0
458586,3,2,2,有,有,坡道平面,0,0
458587,3,1,1,有,有,坡道平面,0,0
458588,3,2,2,有,有,坡道平面,0,0
458589,3,2,1,有,無,,0,0
458590,4,2,2,有,有,,0,0
458591,0,0,0,無,有,坡道平面,0,0
458592,4,2,2,有,無,,0,0
458593,3,2,2,有,有,坡道平面,0,0
458594,0,0,0,無,有,,0,0
458595,1,1,1,有,有,,0,0
458596,3,2,1,有,無,,0,0
458597,2,2,2,有,有,,0,0
458598,2,2,1,有,無,,0,0
458599,5,2,3,有,無,,0,0
458600,2,1,1,有,無,,0,0
458601,1,1,1,有,有,,0,0
458602,0,0,0,有,無,,0,0
458603,3,2,2,有,無,,0,0
458604,3,2,2,有,無,,0,0
458605,3,2,2,有,無,,0,0
458606,3,2,2,有,無,,0,0
458607,3,2,2,有,無,,0,0
458608,3,2,2,有,無,,0,0
458609,3,2,2,有,無,,0,0
458610,3,2,2,有,無,,0,0
458611,3,2,2,有,無,,0,0
458612,2,2,1,有,有,,0,0
458613,3,2,1,有,有,,0,0
458614,1,1,1,有,無,,0,0
458615,3,1,2,有,有,,0,0
458616,3,2,2,有,有,,0,0
458617,2,1,1,有,無,,0,0
458618,5,2,3,有,有,坡道平面,41.33000183,2700000
458619,3,2,1,有,有,,0,0
458620,3,2,2,有,有,坡道平面,0,0
458621,3,2,2,有,無,,0,0
458622,4,2,2,有,有,坡道平面,45.99000168,0
458623,2,2,2,有,無,,0,0
458624,2,1,2,有,有,坡道平面,0,0
458625,0,0,0,有,無,,0,0
458626,2,1,1,有,有,,0,0
458627,4,2,2,有,無,,0,0
458628,0,0,0,有,無,,0,0
458629,0,0,0,有,無,,0,0
458630,0,0,0,有,無,,0,0
458631,0,0,0,有,有,升降機械,0,3000000
458632,1,1,1,有,有,,0,0
458633,4,2,2,有,無,,0,0
458634,3,2,2,有,有,,0,0
458635,4,2,2,有,無,,0,0
458636,3,2,1,有,無,,0,0
458637,3,2,1,有,無,,0,0
458638,4,2,2,有,有,,0,0
458639,3,2,2,有,有,,0,0
458640,5,2,3,有,無,,0,0
458641,2,1,1,有,無,,0,0
458642,1,1,1,有,無,,0,0
458643,3,1,1,有,無,,0,0
458644,3,2,2,有,有,,0,0
458645,3,1,1,有,有,,0,0
458646,4,2,2,有,有,坡道平面,0,0
458647,3,2,2,有,無,,0,0
458648,4,3,2,有,無,,0,0
458649,2,1,1,有,無,,0,0
458650,5,0,5,有,無,,0,0
458651,0,0,0,有,有,坡道平面,43.43000031,400000
458652,4,1,1,有,無,,0,0
458653,3,1,1,有,無,,0,0
458654,3,2,1,有,無,,0,0
458655,0,0,0,有,有,坡道平面,35.40999985,550000
458656,1,1,1,有,有,,0,0
458657,2,1,1,有,有,,0,0
458658,3,2,2,有,無,,0,0
458659,3,1,2,有,無,,0,0
458660,3,2,2,有,有,,0,0
458661,0,0,0,有,無,,0,0
458662,0,0,0,有,有,坡道平面,49.66999817,500000
458663,3,2,2,有,無,,0,0
458664,3,2,2,有,有,,0,0
458665,0,0,0,有,無,,0,0
458666,3,2,2,有,有,坡道平面,82.76000214,0
458667,2,1,1,有,無,,0,0
458668,4,2,2,有,有,坡道平面,0,0
458669,2,1,1,有,有,,0,0
458670,3,1,1,有,無,,0,0
458671,3,2,2,有,有,坡道平面,0,0
458672,3,2,2,有,有,,0,0
458673,3,2,1,有,有,,0,0
458674,3,1,2,有,有,,0,0
458675,0,0,0,有,無,,0,0
458676,3,2,2,有,無,,0,0
458677,1,1,1,有,無,,0,0
458678,3,2,2,有,有,,0,0
458679,1,1,1,有,無,,0,0
458680,4,2,2,有,有,坡道平面,0,0
458681,3,2,1,有,無,,0,0
458682,3,2,2,有,有,,0,0
458683,3,2,2,有,有,坡道平面,38.86999893,0
458684,3,2,2,有,無,,0,0
458685,3,2,2,有,無,,0,0
458686,0,0,0,有,無,,0,0
458687,3,2,2,有,有,坡道平面,0,0
458688,2,1,2,有,有,,0,0
458689,3,2,1,有,無,,0,0
458690,3,4,5,有,無,,0,0
458691,3,2,2,有,無,,0,0
458692,0,0,0,有,無,坡道平面,36.84000015,360000
458693,0,0,0,有,無,坡道平面,36.84000015,360000
458694,3,2,2,有,有,,0,0
458695,3,2,1,有,無,,0,0
458696,1,1,1,有,有,,0,0
458697,0,0,0,無,有,,0,0
458698,0,0,0,無,有,,0,0
458699,1,1,1,有,有,,0,0
458700,3,2,2,有,無,,0,0
458701,3,1,1,有,無,,0,0
458702,3,2,1,有,無,,0,0
458703,3,2,2,有,有,坡道平面,0,0
458704,3,2,2,有,無,,0,0
458705,3,2,2,有,有,一樓平面,0,0
458706,2,2,1,有,無,,0,0
458707,0,0,0,有,無,,0,0
458708,3,1,2,有,無,,0,0
458709,3,2,2,有,有,,0,0
458710,0,0,0,無,有,,0,0
458711,0,0,0,有,無,,0,0
458712,2,1,1,有,無,,0,0
458713,3,2,2,有,無,,0,0
458714,3,2,2,有,無,,0,0
458715,3,2,1,有,無,,0,0
458716,2,1,1,有,有,,0,0
458717,5,2,3,有,無,,0,0
458718,3,1,1,有,無,,0,0
458719,3,2,2,有,無,,0,0
458720,2,1,1,有,無,,0,0
458721,3,2,2,有,無,,0,0
458722,3,2,2,有,無,坡道平面,35.72999954,1350000
458723,3,2,2,有,無,坡道平面,35.72999954,1350000
458724,3,2,2,有,無,坡道平面,30.72999954,1250000
458725,0,0,0,有,有,坡道機械,18.14999962,250000
458726,2,1,1,有,無,,0,0
458727,3,2,2,有,有,坡道平面,0,0
458728,0,0,0,有,無,,0,0
458729,2,2,1,有,有,坡道平面,0,0
458730,3,2,2,有,無,,0,0
458731,0,0,0,有,無,,0,0
458732,0,0,0,無,無,,0,0
458733,3,3,3,有,有,,0,0
458734,3,1,1,有,無,,0,0
458735,4,2,2,有,有,,0,0
458736,3,2,2,有,有,坡道平面,0,0
458737,3,2,2,有,有,,0,0
458738,4,2,2,有,有,升降平面,0,0
458739,0,0,0,無,無,,0,0
458740,3,2,2,有,無,,0,0
458741,4,2,2,有,無,,0,0
458742,4,2,2,有,有,,0,0
458743,3,2,2,有,有,,0,0
458744,3,2,2,有,有,,0,0
458745,3,2,2,有,無,,0,0
458746,3,2,2,有,有,坡道平面,0,0
458747,0,0,0,無,有,坡道平面,0,0
458748,3,2,2,有,無,坡道平面,35.72999954,1200000
458749,3,2,2,有,無,坡道平面,35.72999954,1350000
458750,3,2,2,有,無,坡道平面,35.72999954,1350000
458751,3,2,2,有,無,,0,0
458752,3,2,2,有,無,,0,0
458753,4,2,2,有,無,,0,0
458754,1,2,1,有,有,坡道平面,0,0
458755,3,2,2,有,有,,0,0
458756,0,0,0,有,無,,0,0
458757,3,2,2,有,無,,0,0
458758,0,0,0,有,無,,0,0
458759,3,1,2,有,有,坡道平面,36.52999878,0
458760,3,2,2,有,無,升降機械,0,0
458761,0,0,0,有,無,,0,0
458762,0,0,0,有,無,,0,0
458763,0,0,0,有,無,,0,0
458764,0,0,0,無,有,,0,0
458765,3,2,2,有,有,坡道機械,0,0
458766,0,0,0,無,無,,0,0
458767,3,2,1,有,無,,0,0
458768,0,0,0,有,無,,0,0
458769,0,0,0,有,無,,0,0
458770,3,2,2,有,有,,0,0
458771,4,2,3,有,有,一樓平面,0,0
458772,3,1,1,有,無,,0,0
458773,3,2,2,有,無,,0,0
458774,2,1,1,有,有,,0,0
458775,4,3,3,有,無,,0,0
458776,3,2,2,有,有,坡道平面,40.18999863,0
458777,3,2,2,有,有,坡道機械,0,0
458778,3,2,2,有,無,,0,0
458779,3,2,2,有,有,坡道平面,0,0
458780,4,1,2,有,無,,0,0
458781,2,1,2,有,無,,0,0
458782,3,2,2,有,無,,0,0
458783,5,2,3,有,有,,0,0
458784,4,2,5,有,無,,0,0
458785,3,2,1,有,無,,0,0
458786,4,2,2,有,有,,0,0
458787,3,2,2,有,無,,0,0
458788,3,1,1,有,無,,0,0
458789,4,2,2,有,無,,0,0
458790,2,1,2,有,有,,0,0
458791,3,2,2,有,無,,0,0
458792,3,2,2,有,無,,0,0
458793,4,2,3,有,有,坡道平面,36.31999969,0
458794,3,2,2,有,有,坡道平面,0,0
458795,3,2,2,有,無,,0,0
458796,4,2,2,有,有,,0,0
458797,3,1,1,有,無,,0,0
458798,2,1,1,有,有,坡道平面,0,0
458799,2,2,2,有,無,,0,0
458800,2,2,1,有,有,,0,0
458801,2,1,1,有,有,,0,0
458802,3,1,2,有,無,,0,0
458803,1,0,1,有,有,,0,0
458804,3,2,2,有,無,,0,0
458805,4,2,2,有,有,坡道平面,28.09000015,1500000
458806,0,0,0,無,無,,0,0
458807,3,2,2,有,有,,0,0
458808,3,2,2,有,無,,0,0
458809,3,2,1,有,無,,0,0
458810,0,0,0,有,無,,0,0
458811,4,2,2,有,有,,0,0
458812,2,1,2,有,無,,0,0
458813,2,1,1,有,有,,0,0
458814,2,1,2,有,有,坡道平面,47.15999985,3000000
458815,4,1,1,有,無,,0,0
458816,4,2,3,有,無,,0,0
458817,3,2,2,有,無,,0,0
458818,3,2,2,有,有,,0,0
458819,3,1,1,有,無,,0,0
458820,2,1,1,有,無,,0,0
458821,3,2,4,有,無,,0,0
458822,3,2,2,有,無,,0,0
458823,3,2,2,有,有,,0,0
458824,0,0,0,有,無,,0,0
458825,0,0,0,有,無,,0,0
458826,0,0,0,有,無,,0,0
458827,3,2,2,有,無,,0,0
458828,0,0,0,有,有,坡道平面,159.1000061,0
458829,0,0,0,有,有,坡道平面,95.45999908,0
458830,0,0,0,有,有,坡道平面,95.45999908,0
458831,0,0,0,有,有,坡道平面,31.81999969,0
458832,0,0,0,有,有,坡道平面,63.63999939,0
458833,0,0,0,有,有,坡道平面,31.81999969,0
458834,0,0,0,有,有,坡道平面,31.81999969,0
458835,0,0,0,有,有,坡道平面,31.81999969,0
458836,0,0,0,有,有,坡道平面,95.45999908,0
458837,0,0,0,有,有,坡道平面,31.81999969,0
458838,3,2,2,有,無,,0,0
458839,0,0,0,無,有,,0,0
458840,3,2,2,有,有,,0,0
458841,3,1,1,有,有,,0,0
458842,1,1,1,有,有,坡道平面,35.40999985,550000
458843,2,1,2,有,有,,0,0
458844,3,2,1,有,無,,0,0
458845,0,0,0,無,無,,0,0
458846,0,0,0,有,無,坡道平面,69.98000336,800000
458847,3,2,2,有,有,,0,0
458848,2,2,2,有,有,,0,0
458849,3,2,2,有,有,,0,0
458850,3,2,2,有,有,坡道平面,0,0
458851,6,1,2,有,無,,0,0
458852,2,1,1,有,有,坡道平面,25.37999916,0
458853,5,2,3,有,有,坡道平面,50.29999924,0
458854,4,2,3,有,無,,0,0
458855,3,1,2,有,有,一樓平面,29.67000008,0
458856,3,2,2,有,有,,0,0
458857,3,2,2,有,有,,0,0
458858,2,1,1,有,有,,0,0
458859,4,2,2,有,無,,0,0
458860,3,2,1,有,有,,0,0
458861,3,2,2,有,有,,0,0
458862,3,2,2,有,有,坡道平面,0,0
458863,3,2,2,有,有,坡道平面,0,0
458864,3,2,2,有,有,坡道平面,0,0
458865,0,0,0,有,有,坡道平面,63.63999939,0
458866,0,0,0,有,有,坡道平面,95.45999908,0
458867,0,0,0,有,有,坡道平面,95.45999908,0
458868,0,0,0,有,有,坡道平面,95.45999908,0
458869,0,0,0,有,有,坡道平面,63.63999939,0
458870,0,0,0,有,有,坡道平面,31.81999969,0
458871,0,0,0,有,有,坡道平面,63.63999939,0
458872,0,0,0,有,有,坡道平面,95.45999908,0
458873,0,0,0,有,有,坡道平面,95.45999908,0
458874,3,2,2,有,無,,0,0
458875,0,0,0,有,無,,0,0
458876,3,2,2,有,無,,0,0
458877,3,2,2,有,無,,0,0
458878,3,2,2,有,有,坡道平面,0,0
458879,3,2,2,有,有,坡道平面,0,0
458880,3,2,2,有,有,坡道平面,0,0
458881,0,0,0,有,無,,0,0
458882,0,0,0,有,無,,0,0
458883,0,0,0,有,無,,0,0
458884,0,0,0,有,無,,0,0
458885,3,1,1,有,無,,0,0
458886,0,0,0,有,無,,0,0
458887,3,2,2,有,有,,0,0
458888,4,2,2,有,無,,0,0
458889,0,0,0,有,無,,0,0
458890,0,0,0,無,無,坡道平面,0,0
458891,3,2,2,有,無,,0,0
