ID,F30,F32,F00,F01,F11
464903,RPSOMLQKKILFFBC97CA,C,中正區,4,9
464904,RPQOMLTKKILFFBC08CA,C,中正區,3,7
464905,RPQNMLTKKILFFBC97CA,C,中正區,3,3
464906,RPUNMLNJJHMFFBC57CA,C,仁愛區,5,2
464907,RPRNMLRLKILFFBC97CA,C,中正區,4,3
464908,RPRNMLMLKILFFBC47CA,C,信義區,3,2
464909,RPPNMLTLKILFFBC97CA,C,仁愛區,3,2
464910,RPTNMLLKJHMFFBC37CA,C,中正區,3,9
464911,RPSOMLOKKILFFCC08EA,C,七堵區,3,2
464912,RPPOMLKLKILFFCC27CA,C,安樂區,3,3
464913,RPVNMLKLKILFFCC77CA,C,安樂區,3,2
464914,RPPNMLKKJHMFFCC96CA,C,安樂區,3,7
464915,RPTOMLNJJHMFFCC67CA,C,安樂區,3,3
464916,RPSOMLLLKILFFCC67CA,C,安樂區,3,3
464917,RPTNMLMLKILFFCC77CA,C,暖暖區,4,3
464918,RPXNMLTJJHMFFCC58CA,C,安樂區,3,2
464919,RPWNMLLLKILFFCC97CA,C,暖暖區,3,5
464920,RPQNMLKLKILFFCC27CA,C,安樂區,3,3
464921,RPXNMLTKKILFFCC78CA,C,安樂區,4,3
464922,RPOOMLTKKILFFCC97CA,C,安樂區,4,3
464923,RPSNMLLKJHMFFBC37DA,C,仁愛區,3,2
464924,RPSNMLTKKILFFBC28DA,C,信義區,3,9
464925,RPSNMLMLKILFFBC57CA,C,信義區,3,8
464926,RPXNMLNJJHMFFBC87CA,C,信義區,4,3
464927,RPOOMLNJJHMFFBC07CA,C,仁愛區,4,3
464928,RPROMLTKKILFFBC18CA,C,中正區,3,7
464929,RPTPMLQKKILFFBC18CA,C,中正區,3,7
464930,RPUPMLQKKILFFBC28CA,C,中正區,4,9
464931,RPVPMLQKKILFFBC38CA,C,中正區,4,9
464932,RPUNMLLLKILFFBC67CA,C,中正區,4,9
464933,RPPPMLQKKILFFBC77CA,C,中正區,3,7
464934,RPQPMLQKKILFFBC87CA,C,中正區,4,7
464935,RPRPMLQKKILFFBC97CA,C,中正區,3,7
464936,RPVNMLPKKILFFBC08CA,C,信義區,3,2
464937,RPSNMLQKKILFFBC87CA,C,中正區,4,9
464938,RPTNMLQKKILFFBC97CA,C,中正區,3,3
464939,RPQNMLKLKILFFBC17CA,C,信義區,3,8
464940,RPXOMLLLKILFFBC08CA,C,信義區,3,2
464941,RPPNMLSKKILFFBC77CA,C,中正區,4,3
464942,RPQNMLSKKILFFBC87CA,C,信義區,3,8
464943,RPRNMLTKKILFFBC08CA,C,中正區,4,3
464944,RPUNMLTKKILFFBC38CA,C,中正區,3,2
464945,RPVNMLTKKILFFBC48CA,C,信義區,3,8
464946,RPWNMLTKKILFFBC58CA,C,信義區,3,2
464947,RPPOMLTKKILFFBC97CA,C,中正區,3,3
464948,RPPOMLNLKILFFBC47CA,C,信義區,3,9
464949,RPSNMLQLKILFFBC97CA,C,中正區,3,2
464950,RPPNMLKLKILFFCC17CA,C,暖暖區,4,9
464951,RPTNMLKLKILFFCC57CA,C,安樂區,4,3
464952,RPVNMLTKKILFFCC58CA,C,安樂區,3,2
464953,RPSNMLTKKILFFCC28CA,C,七堵區,3,9
464954,RPTNMLQKKILFFCC08CA,C,中山區,3,2
464955,RPUNMLQKKILFFCC18CA,C,七堵區,1,4
464956,RPUOMLLKJHMFFCC67CA,C,暖暖區,2,4
464957,RPVOMLLKJHMFFCC77CA,C,暖暖區,4,3
464958,RPPNMLMKJHMFFCC17CA,C,安樂區,4,9
464959,RPROMLMLKILFFCC67CA,C,七堵區,3,2
464960,RPPOMLRLKILFFCC97CA,C,暖暖區,3,3
464961,RPQNMLSLKILFFCC08CA,C,暖暖區,3,3
464962,RPRNMLSLKILFFCC18CA,C,暖暖區,3,3
464963,RPXOMLQLKILFFCC68CA,C,中山區,3,8
464964,RPQOMLNJJHMFFCC37CA,C,暖暖區,3,9
464965,RPPNMLTKKILFFCC18EA,C,暖暖區,3,2
464966,RPRNMLKLKILFFCC47DA,C,暖暖區,4,3
464967,RPXNMLTKKILFFBC88EA,C,中正區,3,3
464968,RPUNMLKMKILFFCC77CA,C,安樂區,3,9
464969,RPWNMLTLKILFFCC78CA,C,安樂區,4,3
464970,RPXNMLOJJHMFFCC08CA,C,安樂區,3,9
464971,RPSNMLQJJHMFFCC77CA,C,暖暖區,1,4
464972,RPUOMLLLKILFFCC87CA,C,七堵區,3,2
464973,RPROMLKLKILFFCC47CA,C,安樂區,3,3
464974,RPUNMLQLKILFFBC18CA,C,信義區,3,2
464975,RPUNMLRLKILFFBC28CA,C,中正區,2,4
464976,RPQNMLKMKILFFBC27CA,C,信義區,3,8
464977,RPTNMLKMKILFFBC57CA,C,中正區,3,3
464978,RPWNMLNJJHMFFBC77CA,C,中正區,3,3
464979,RPOOMLNKJHMFFBC17CA,C,信義區,3,2
464980,RPVOMLLLKILFFBC87CA,C,中正區,3,2
464981,RPWOMLLLKILFFBC97CA,C,中正區,3,7
464982,RPXNMLLLKILFFBC97CA,C,中正區,3,2
464983,RPOOMLLLKILFFBC17CA,C,信義區,3,8
464984,RPRNMLKLKILFFBC27CA,C,中正區,3,3
464985,RPRNMLLLKILFFBC37CA,C,中正區,2,4
464986,RPQOMLLLKILFFBC37CA,C,中正區,4,3
464987,RPPNMLPKJHMFFBC37CA,C,仁愛區,3,8
464988,RPSNMLKMKILFFBC47CA,C,信義區,4,9
464989,RPPNMLKMKILFFBC17CA,C,中正區,4,9
464990,RPQNMLSLKILFFBC97CA,C,信義區,4,9
464991,RPPOMLLLKILFFCC37CA,C,安樂區,3,9
464992,RPVOMLKLKILFFCC87CA,C,安樂區,3,2
464993,RPVOMLLLKILFFCC97CA,C,七堵區,3,2
464994,RPXOMLLLKILFFCC18CA,C,安樂區,3,2
464995,RPRNMLMLKILFFCC57CA,C,安樂區,2,4
464996,RPUNMLMLKILFFCC87CA,C,安樂區,3,9
464997,RPOQMLNLKILFFCC67CA,C,安樂區,3,2
464998,RPWNMLRLKILFFCC58CA,C,暖暖區,1,4
464999,RPQNMLTLKILFFCC18CA,C,安樂區,4,3
465000,RPUNMLTLKILFFCC58CA,C,暖暖區,4,3
465001,RPPNMLLMKILFFCC37CA,C,暖暖區,4,3
465002,RPPNMLNJJHMFFCC17CA,C,暖暖區,1,4
465003,RPTNMLLKJHMFFCC47CA,C,安樂區,4,3
465004,RPXNMLKKJHMFFCC77CA,C,七堵區,3,2
465005,RPQOMLKKJHMFFCC17CA,C,安樂區,3,2
465006,RPTOMLMKJHMFFCC67CA,C,安樂區,3,9
465007,RPPNMLOKJHMFFCC37CA,C,暖暖區,4,3
465008,RPQNMLLLKILFFCC57EA,C,中山區,3,2
465009,RPPNMLSLKILFFCC18EA,C,安樂區,3,2
465010,RPROMLNKJHMFFCC57CA,C,七堵區,4,9
465011,RPWNMLMKJHMFFCC87CA,C,安樂區,4,2
465012,RPVOMLKMKILFFCC97CA,C,七堵區,3,2
465013,RPRNMLNJJHMFFCC37CA,C,暖暖區,3,9
465014,RPVNMLKMKILFFCC87CA,C,七堵區,3,2
465015,RPXNMLSLKILFFCC78CA,C,安樂區,3,8
465016,RPXNMLQLKILFFCC58CA,C,七堵區,3,2
465017,RPSNMLMLKILFFCC67CA,C,七堵區,3,2
465018,RPSNMLNLKILFFCC77CA,C,暖暖區,4,2
465019,RPXNMLMLKILFFCC18CA,C,暖暖區,1,4
465020,RPQNMLQLKILFFBC77CA,C,信義區,3,2
465021,RPTNMLMLKILFFBC67CA,C,信義區,4,2
465022,RPPNMLNLKILFFBC37CA,C,信義區,3,2
465023,RPQNMLPKJHMFFBC47CA,C,仁愛區,3,2
465024,RPVNMLTJJHMFFBC28CA,C,仁愛區,3,8
465025,RPPNMLMLKILFFBC27CA,C,中正區,3,9
465026,RPWNMLLLKILFFBC87CA,C,中正區,3,8
465027,RPUNMLMKJHMFFBC57CA,C,信義區,3,8
465028,RPVNMLMKJHMFFBC67CA,C,信義區,3,8
465029,RPVNMLRKJHMFFBC18CA,C,仁愛區,3,2
465030,RPPNMLTKJHMFFBC77CA,C,信義區,4,3
465031,RPSNMLNLKILFFBC67CA,C,信義區,3,2
465032,RPQOMLNLKILFFBC57CA,C,仁愛區,3,7
465033,RPROMLNLKILFFBC67CA,C,中正區,3,2
465034,RPPNMLQLKILFFBC67CA,C,仁愛區,3,2
465035,RPOOMLOJJHMFFBC17CA,C,信義區,1,4
465036,RPSNMLNLJHMFFBC57CA,C,信義區,2,4
465037,RPWNMLNLKILFFCC18CA,C,安樂區,1,4
465038,RPVNMLMLKILFFCC97CA,C,安樂區,3,3
465039,RPRQMLNLKILFFCC97CA,C,暖暖區,4,3
465040,RPSQMLNLKILFFCC08CA,C,中山區,3,2
465041,RPTQMLNLKILFFCC18CA,C,暖暖區,3,2
465042,RPSPMLNLKILFFCC97CA,C,安樂區,3,3
465043,RPWOMLNLKILFFCC28CA,C,安樂區,3,2
465044,RPRNMLQLKILFFCC97CA,C,安樂區,3,2
465045,RPSNMLQLKILFFCC08CA,C,暖暖區,3,2
465046,RPXPMLNLKILFFCC48CA,C,暖暖區,3,9
465047,RPSNMLRLKILFFCC18CA,C,七堵區,3,5
465048,RPPNMLRLKILFFCC87CA,C,安樂區,3,3
465049,RPQNMLLMKILFFCC47CA,C,七堵區,3,2
465050,RPRNMLLMKILFFCC57CA,C,安樂區,1,4
465051,RPWOMLKMKILFFCC08CA,C,暖暖區,4,2
465052,RPPNMLMJJHMFFCC07CA,C,七堵區,3,9
465053,RPUOMLKMKILFFCC87CA,C,暖暖區,4,9
465054,RPVOMLPJJHMFFCC08CA,C,七堵區,3,2
465055,RPUNMLPJJHMFFCC87CA,C,暖暖區,3,2
465056,RPQNMLOJJHMFFCC37CA,C,七堵區,3,2
465057,RPXNMLMKJHMFFCC97CA,C,七堵區,1,4
465058,RPOOMLMKJHMFFCC17CA,C,七堵區,1,4
465059,RPPOMLMKJHMFFCC27CA,C,七堵區,1,4
465060,RPQOMLMKJHMFFCC37CA,C,七堵區,1,4
465061,RPVNMLMKJHMFFCC77CA,C,七堵區,1,4
465062,RPPNMLNKJHMFFCC27CA,C,暖暖區,3,3
465063,RPPOMLSKJHMFFCC87CA,C,安樂區,4,9
465064,RPTNMLTKJHMFFCC28CA,C,安樂區,3,2
465065,RPUNMLTKJHMFFCC38CA,C,暖暖區,3,9
465066,RPPNMLKLJHMFFCC07CA,C,中山區,3,2
465067,RPWNMLMLKILFFCC28EA,C,七堵區,3,2
465068,RPQOMLSKJHMFFCC97CA,C,安樂區,4,9
465069,RPWNMLNLJHMFFCC08CA,C,安樂區,3,3
465070,RPSNMLNKJHMFFCC57CA,C,七堵區,3,2
465071,RPSNMLOJJHMFFCC57CA,C,安樂區,3,3
465072,RPSNMLPJJHMFFCC67CA,C,暖暖區,3,2
465073,RPUNMLMJJHMFFCC57CA,C,安樂區,3,5
465074,RPQNMLKMKILFFCC37CA,C,七堵區,4,5
465075,RPRNMLRLKILFFCC08CA,C,安樂區,4,3
465076,RPUNMLRLKILFFCC38CA,C,中山區,3,2
465077,RPOOMLRLKILFFCC87CA,C,安樂區,3,2
465078,RPROMLQLKILFFCC08CA,C,安樂區,3,8
465079,RPQNMLMJJHMFFBC07CA,C,中正區,3,2
465080,RPRNMLSLKILFFBC08CA,C,中正區,4,3
465081,RPWNMLMKJHMFFBC77CA,C,信義區,3,8
465082,RPRNMLMKJHMFFBC27CA,C,中正區,3,2
465083,RPUNMLRKJHMFFBC08CA,C,信義區,3,9
465084,RPOOMLKMKILFFBC17CA,C,信義區,3,2
465085,RPVNMLRLKILFFBC38CA,C,仁愛區,3,2
465086,RPVNMLQLKILFFBC28CA,C,中正區,3,2
465087,RPTOMLKMKILFFBC67CA,C,信義區,3,2
465088,RPUOMLKMKILFFBC77CA,C,中正區,4,3
465089,RPVNMLOJJHMFFBC77CA,C,中正區,3,8
465090,RPVNMLNJJHMFFBC67CA,C,信義區,5,4
465091,RPRNMLQJJHMFFBC57CA,C,中正區,4,9
465092,RPVNMLSKJHMFFBC28CA,C,仁愛區,3,2
465093,RPUOMLQLKILFFCC38CA,C,安樂區,3,7
465094,RPSNMLLMKILFFCC67CA,C,七堵區,1,4
465095,RPSNMLMJJHMFFCC37CA,C,暖暖區,3,2
465096,RPVNMLPJJHMFFCC97CA,C,暖暖區,3,9
465097,RPXNMLQJJHMFFCC28CA,C,中山區,3,7
465098,RPOOMLQJJHMFFCC47CA,C,中山區,3,7
465099,RPSNMLSLKILFFBC28DA,C,中正區,3,2
465100,RPQNMLRLKILFFBC97DA,C,信義區,3,2
465101,RPQNMLQJJHMFFCC57CA,C,暖暖區,3,9
465102,RPROMLOJJHMFFCC57CA,C,七堵區,3,2
465103,RPSOMLOJJHMFFCC67CA,C,七堵區,1,4
465104,RPUOMLOJJHMFFCC87CA,C,安樂區,4,3
465105,RPWNMLNJJHMFFCC87CA,C,暖暖區,4,3
465106,RPOOMLNJJHMFFCC17CA,C,安樂區,4,9
465107,RPPNMLKMKILFFCC27CA,C,中山區,4,5
465108,RPSNMLTLKILFFCC38CA,C,暖暖區,3,2
465109,RPTNMLTLKILFFCC48CA,C,暖暖區,1,4
465110,RPXNMLRLKILFFCC68CA,C,七堵區,3,3
465111,RPXNMLTLKILFFCC98DA,C,安樂區,3,2
465112,RPUNMLPJJHMFFBC77CA,C,中正區,4,3
465113,RPQOMLKMKILFFBC37CA,C,仁愛區,3,2
465114,RPVNMLKMKILFFBC77CA,C,中正區,3,8
465115,RPWNMLKMKILFFBC87CA,C,中正區,3,8
465116,RPQNMLTKJHMFFBC87CA,C,信義區,3,2
465117,RPRNMLLKJHMFFBC17CA,C,信義區,3,2
465118,RPXNMLMKJHMFFBC87CA,C,信義區,3,2
465119,RPRNMLKMKILFFBC37CA,C,中正區,3,2
465120,RPTNMLSLKILFFBC28CA,C,中正區,3,3
465121,RPUNMLSLKILFFBC38CA,C,信義區,4,8
465122,RPSNMLTLKILFFBC28CA,C,中正區,3,9
465123,RPSOMLKMKILFFBC57CA,C,信義區,4,9
465124,RPRNMLNJJHMFFBC27CA,C,信義區,4,2
465125,RPSNMLNJJHMFFBC37CA,C,中正區,3,8
465126,RPRNMLOJJHMFFBC57EA,C,信義區,4,9
465127,RPSOMLKLJHMFFCC67EA,C,安樂區,4,3
465128,RPPOMLSLKILFFCC08CA,C,安樂區,3,2
465129,RPVNMLTLKILFFCC68CA,C,七堵區,3,2
465130,RPTOMLKMKILFFCC77CA,C,安樂區,4,3
465131,RPOOMLKMKILFFCC27CA,C,安樂區,3,2
465132,RPXOMLOJJHMFFCC18CA,C,安樂區,3,2
465133,RPOOMLOJJHMFFCC27CA,C,安樂區,3,3
465134,RPPOMLOJJHMFFCC37CA,C,暖暖區,3,2
465135,RPVNMLNJJHMFFCC77CA,C,暖暖區,4,9
465136,RPTNMLPJJHMFFCC77CA,C,七堵區,4,9
465137,RPUNMLSKJHMFFCC28CA,C,暖暖區,4,9
465138,RPUOMLNKJHMFFCC87CA,C,中山區,3,2
465139,RPVNMLQKJHMFFCC18CA,C,七堵區,3,2
465140,RPSNMLQKJHMFFCC87CA,C,安樂區,3,3
465141,RPWNMLRKJHMFFCC38CA,C,七堵區,3,2
465142,RPXOMLLKJHMFFCC97CA,C,暖暖區,3,9
465143,RPQOMLKMKILFFCC47CA,C,安樂區,3,3
465144,RPWNMLKMKILFFCC97CA,C,暖暖區,3,2
465145,RPUNMLNJJHMFFCC67CA,C,安樂區,4,3
465146,RPSNMLNJJHMFFCC47CA,C,中山區,3,2
465147,RPQNMLNJJHMFFCC27CA,C,安樂區,4,3
465148,RPRNMLMJJHMFFCC27CA,C,七堵區,4,8
465149,RPQNMLQJJHMFFBC57DA,C,中正區,1,4
465150,RPTNMLTJJHMFFCC38EA,C,暖暖區,3,9
465151,RPTNMLNJJHMFFBC47CA,C,中正區,3,3
465152,RPPNMLLMKILFFBC27CA,C,信義區,3,2
465153,RPQOMLNJJHMFFBC27CA,C,信義區,3,9
465154,RPUNMLOJJHMFFBC67CA,C,中正區,3,2
465155,RPPOMLOJJHMFFBC27CA,C,仁愛區,3,2
465156,RPSNMLTJJHMFFBC97CA,C,信義區,3,9
465157,RPTNMLTLKILFFBC38CA,C,信義區,3,8
465158,RPVNMLKKJHMFFBC47CA,C,中正區,3,7
465159,RPQNMLMKJHMFFBC17CA,C,仁愛區,5,2
465160,RPOOMLRKJHMFFBC57CA,C,信義區,3,2
465161,RPUNMLQJJHMFFBC87CA,C,中正區,3,2
465162,RPQNMLPJJHMFFBC37CA,C,信義區,3,2
465163,RPRNMLPJJHMFFBC47CA,C,仁愛區,3,9
465164,RPTNMLNJJHMFFCC57CA,C,七堵區,3,8
465165,RPROMLNJJHMFFCC47CA,C,安樂區,3,2
465166,RPVNMLTJJHMFFCC38CA,C,七堵區,4,9
465167,RPOOMLKKJHMFFCC96CA,C,七堵區,3,8
465168,RPQNMLTJJHMFFCC87CA,C,安樂區,2,4
465169,RPUNMLTJJHMFFCC28CA,C,安樂區,3,8
465170,RPWNMLPJJHMFFCC08CA,C,安樂區,3,7
465171,RPTOMLPJJHMFFCC87CA,C,安樂區,3,3
465172,RPWNMLOJJHMFFCC97CA,C,安樂區,3,3
465173,RPQNMLPJJHMFFCC67EA,C,安樂區,1,4
465174,RPPNMLTJJHMFFCC97EA,C,暖暖區,3,9
465175,RPSNMLPJJHMFFBC57CA,C,中正區,3,9
465176,RPTNMLPJJHMFFBC67CA,C,中正區,3,8
465177,RPVNMLPJJHMFFBC87CA,C,中正區,3,9
465178,RPSNMLQJJHMFFBC67CA,C,中正區,3,2
465179,RPPNMLQJJHMFFBC37CA,C,中正區,3,2
465180,RPPNMLSKJHMFFBC67CA,C,中正區,3,3
465181,RPTNMLRKJHMFFBC97CA,C,中正區,3,3
465182,RPPOMLKLJHMFFBC07CA,C,仁愛區,5,2
465183,RPROMLQKJHMFFBC77CA,C,中正區,4,3
465184,RPWNMLNKJHMFFBC87CA,C,中正區,3,2
465185,RPWNMLPJJHMFFBC97CA,C,仁愛區,3,3
465186,RPXNMLPJJHMFFBC08CA,C,中正區,4,9
465187,RPSOMLPJJHMFFCC77CA,C,暖暖區,3,3
465188,RPTNMLQJJHMFFCC87CA,C,暖暖區,3,3
465189,RPPOMLKKJHMFFCC07CA,C,中山區,4,9
465190,RPRNMLLKJHMFFCC27CA,C,安樂區,4,3
465191,RPSNMLLKJHMFFCC37CA,C,安樂區,3,3
465192,RPUNMLLKJHMFFCC57CA,C,安樂區,4,3
465193,RPVNMLLKJHMFFCC67CA,C,安樂區,4,3
465194,RPXNMLSKJHMFFCC58CA,C,安樂區,2,4
465195,RPPNMLNLJHMFFCC37CA,C,安樂區,3,9
465196,RPTNMLNLJHMFFCC77CA,C,安樂區,3,2
465197,RPWNMLOLJHMFFCC18CA,C,安樂區,4,9
465198,RPXNMLOLJHMFFCC28CA,C,安樂區,4,9
465199,RPPNMLRLJHMFFCC77CA,C,安樂區,3,2
465200,RPOOMLOLJHMFFCC47CA,C,安樂區,4,9
465201,RPPOMLOLJHMFFCC57CA,C,安樂區,4,9
465202,RPPQMLTKJHMFFCC18CA,C,七堵區,3,9
465203,RPTOMLSKJHMFFCC28CA,C,安樂區,2,4
465204,RPVNMLKLJHMFFCC67CA,C,七堵區,3,2
465205,RPXNMLLKJHMFFCC87CA,C,安樂區,3,3
465206,RPPOMLLKJHMFFCC17CA,C,安樂區,4,3
465207,RPROMLLKJHMFFCC37CA,C,安樂區,4,3
465208,RPQNMLLKJHMFFCC17CA,C,七堵區,3,2
465209,RPVNMLQJJHMFFCC08CA,C,安樂區,3,2
465210,RPQOMLQKJHMFFCC77CA,C,七堵區,3,3
465211,RPROMLQKJHMFFCC87CA,C,安樂區,4,3
465212,RPWOMLNKJHMFFCC08CA,C,安樂區,3,2
465213,RPUNMLMKJHMFFCC67CA,C,七堵區,3,2
465214,RPPOMLQJJHMFFCC57CA,C,安樂區,3,3
465215,RPQOMLQJJHMFFCC67CA,C,安樂區,3,3
465216,RPUOMLPJJHMFFCC97CA,C,安樂區,3,2
465217,RPPNMLRJJHMFFCC67DA,C,安樂區,4,3
465218,RPPNMLTJJHMFFBC67CA,C,信義區,3,8
465219,RPRNMLNKJHMFFBC37CA,C,中正區,3,9
465220,RPQNMLLKJHMFFBC07CA,C,中正區,4,3
465221,RPSOMLQKJHMFFBC87CA,C,中正區,3,7
465222,RPPOMLRKJHMFFBC67CA,C,信義區,3,7
465223,RPRNMLPLJHMFFBC67CA,C,中正區,4,9
465224,RPOOMLNLJHMFFBC27CA,C,中正區,5,3
465225,RPOOMLPLJHMFFBC47CA,C,信義區,3,7
465226,RPWNMLQKJHMFFBC18CA,C,中正區,3,9
465227,RPPNMLKKJHMFFBC86CA,C,信義區,3,9
465228,RPQNMLKKJHMFFBC96CA,C,中正區,3,2
465229,RPPNMLLKJHMFFBC96CA,C,中正區,1,4
465230,RPSNMLNKJHMFFBC47CA,C,中正區,3,8
465231,RPSNMLMKJHMFFBC37CA,C,信義區,3,8
465232,RPTNMLMKJHMFFBC47CA,C,仁愛區,5,2
465233,RPTNMLTJJHMFFBC08CA,C,中正區,4,3
465234,RPTNMLQJJHMFFBC77CA,C,中正區,3,3
465235,RPVNMLQJJHMFFBC97CA,C,信義區,3,2
465236,RPPNMLRJJHMFFBC47CA,C,信義區,4,3
465237,RPUNMLKKJHMFFCC67EA,C,安樂區,3,2
465238,RPXNMLLKJHMFFCC08EA,C,七堵區,4,9
465239,RPOPMLTKJHMFFCC18EA,C,七堵區,1,4
465240,RPSOMLQKJHMFFCC97CA,C,暖暖區,4,3
465241,RPTOMLQKJHMFFCC08CA,C,安樂區,3,3
465242,RPRNMLKKJHMFFCC17CA,C,安樂區,4,9
465243,RPSNMLKKJHMFFCC27CA,C,中山區,3,2
465244,RPWNMLTJJHMFFCC48CA,C,安樂區,3,2
465245,RPQNMLMKJHMFFCC27CA,C,安樂區,4,3
465246,RPVNMLSKJHMFFCC38CA,C,安樂區,3,8
465247,RPPNMLMJKHMFFCC17CA,C,安樂區,4,3
465248,RPXPMLPLJHMFFCC58CA,C,安樂區,3,2
465249,RPTNMLKKJHMFFCC37CA,C,安樂區,3,2
465250,RPTNMLQKJHMFFCC97CA,C,安樂區,3,2
465251,RPRNMLRKJHMFFCC87CA,C,安樂區,3,3
465252,RPWNMLTKJHMFFBC58DA,C,中正區,3,7
465253,RPVNMLKLJHMFFBC77EA,C,仁愛區,1,4
465254,RPWNMLKKJHMFFBC57CA,C,中正區,3,8
465255,RPRNMLSKJHMFFBC87CA,C,中正區,3,7
465256,RPPNMLOLJHMFFBC37CA,C,仁愛區,3,2
465257,RPQNMLNLJHMFFBC37CA,C,信義區,3,8
465258,RPTNMLQKJHMFFBC87CA,C,中正區,3,2
465259,RPUNMLQKJHMFFBC97CA,C,仁愛區,5,5
465260,RPXNMLKKJHMFFBC67CA,C,信義區,3,7
465261,RPTNMLNKJHMFFBC57CA,C,中正區,4,3
465262,RPUNMLNKJHMFFBC67CA,C,信義區,3,9
465263,RPXNMLNLJHMFFCC28DA,C,安樂區,3,2
465264,RPTNMLRKJHMFFCC08CA,C,安樂區,3,2
465265,RPRNMLQKJHMFFCC77CA,C,中山區,3,2
465266,RPPNMLRKJHMFFCC67CA,C,暖暖區,2,4
465267,RPOOMLNKJHMFFCC27CA,C,安樂區,3,9
465268,RPTNMLNKJHMFFCC67CA,C,七堵區,3,2
465269,RPQOMLNKJHMFFCC47CA,C,安樂區,3,7
465270,RPTOMLNKJHMFFCC77CA,C,安樂區,3,7
465271,RPUNMLNLJHMFFCC87CA,C,中山區,3,8
465272,RPRNMLQLJHMFFCC87CA,C,安樂區,3,2
465273,RPQNMLQJKHMFFCC67CA,C,安樂區,4,3
465274,RPTOMLQJKHMFFCC08CA,C,安樂區,3,2
465275,RPPNMLQJKHMFFCC57CA,C,暖暖區,4,9
465276,RPPOMLRJKHMFFCC77CA,C,暖暖區,4,9
465277,RPSNMLNLJHMFFCC67CA,C,暖暖區,3,9
465278,RPQNMLNLJHMFFCC47CA,C,暖暖區,3,9
465279,RPPOMLTKJHMFFCC97CA,C,安樂區,4,3
465280,RPQOMLTKJHMFFCC08CA,C,安樂區,4,3
465281,RPROMLTKJHMFFCC18CA,C,安樂區,4,3
465282,RPSOMLTKJHMFFCC28CA,C,安樂區,4,3
465283,RPTOMLTKJHMFFCC38CA,C,安樂區,4,3
465284,RPUOMLTKJHMFFCC48CA,C,安樂區,4,3
465285,RPVOMLTKJHMFFCC58CA,C,安樂區,4,3
465286,RPWOMLTKJHMFFCC68CA,C,安樂區,4,3
465287,RPXOMLTKJHMFFCC78CA,C,安樂區,4,3
465288,RPSNMLSKJHMFFCC08CA,C,七堵區,1,4
465289,RPTPMLTKJHMFFCC48CA,C,安樂區,4,3
465290,RPVPMLTKJHMFFCC68CA,C,安樂區,4,3
465291,RPPOMLNKJHMFFCC37CA,C,暖暖區,3,3
465292,RPRNMLMKJHMFFCC37CA,C,暖暖區,3,9
465293,RPSNMLMKJHMFFCC47CA,C,暖暖區,4,3
465294,RPTNMLMKJHMFFCC57CA,C,中山區,4,5
465295,RPPNMLMKJHMFFBC07CA,C,中正區,4,3
465296,RPVNMLQKJHMFFBC08CA,C,中正區,3,2
465297,RPSNMLPKJHMFFBC67CA,C,中正區,3,3
465298,RPQOMLRKJHMFFBC77CA,C,信義區,1,4
465299,RPPNMLLLJHMFFBC07CA,C,中正區,4,3
465300,RPTNMLTKJHMFFBC18CA,C,中正區,3,9
465301,RPPOMLPLJHMFFBC57CA,C,信義區,3,8
465302,RPROMLPLJHMFFBC77CA,C,信義區,3,8
465303,RPPNMLQLJHMFFBC57CA,C,信義區,2,4
465304,RPUNMLQJKHMFFBC97CA,C,中正區,3,9
465305,RPSNMLSKJHMFFBC97CA,C,中正區,4,3
465306,RPTNMLSKJHMFFBC08CA,C,信義區,3,9
465307,RPPOMLTKJHMFFBC87CA,C,信義區,1,4
465308,RPRNMLPKJHMFFBC57CA,C,仁愛區,3,2
465309,RPSNMLQKJHMFFBC77CA,C,信義區,3,8
465310,RPXNMLNKJHMFFBC97CA,C,信義區,3,2
465311,RPROMLMKJHMFFCC47CA,C,安樂區,3,2
465312,RPSOMLMKJHMFFCC57CA,C,暖暖區,4,9
465313,RPUNMLNKJHMFFCC77CA,C,安樂區,3,2
465314,RPPNMLPKJHMFFCC47CA,C,七堵區,1,4
465315,RPWNMLQKJHMFFCC28CA,C,安樂區,3,2
465316,RPXNMLQKJHMFFCC38CA,C,中山區,1,4
465317,RPUNMLQKJHMFFCC08CA,C,七堵區,4,2
465318,RPXPMLTKJHMFFCC88CA,C,安樂區,4,3
465319,RPQPMLTKJHMFFCC18CA,C,安樂區,4,3
465320,RPRPMLTKJHMFFCC28CA,C,安樂區,4,3
465321,RPRNMLNLJHMFFCC57CA,C,暖暖區,4,3
465322,RPQNMLPLJHMFFCC67CA,C,七堵區,4,3
465323,RPXNMLTJKHMFFCC68CA,C,暖暖區,4,3
465324,RPXNMLRJKHMFFCC48CA,C,安樂區,4,9
465325,RPTNMLQLJHMFFCC08CA,C,安樂區,3,3
465326,RPROMLRKJHMFFBC97DA,C,仁愛區,3,7
465327,RPTNMLSKJHMFFCC28DA,C,安樂區,3,3
465328,RPSNMLRKJHMFFCC18EA,C,暖暖區,3,9
465329,RPSNMLTKJHMFFBC18DA,C,信義區,5,2
465330,RPXNMLKLJHMFFBC87DA,C,仁愛區,3,3
465331,RPUNMLQLJHMFFCC18CA,C,安樂區,3,8
465332,RPOOMLQLJHMFFCC67CA,C,暖暖區,3,2
465333,RPPNMLRJKHMFFCC67CA,C,七堵區,3,2
