ID,F30,F32,F00,F01,F11
455928,RPRNMLTJOHKFFCC28CA,C,七堵區,2,4
455929,RPUNMLOKNHKFFCC08CA,C,安樂區,3,2
455930,RPPNMLPKNHKFFCC67CA,C,安樂區,3,3
455931,RPUNMLPKNHKFFCC18CA,C,安樂區,3,3
455932,RPSNMLOKNHKFFCC87CA,C,安樂區,3,8
455933,RPQOMLSKNHKFFCC18CA,C,安樂區,3,2
455934,RPROMLSKNHKFFCC28CA,C,安樂區,4,3
455935,RPQOMLTKNHKFFCC28CA,C,安樂區,3,2
455936,RPWNMLMLNHKFFCC18CA,C,安樂區,3,3
455937,RPQOMLMLNHKFFCC67CA,C,七堵區,3,2
455938,RPPOMLQLNHKFFBC87CA,C,中正區,4,3
455939,RPUNMLPKNHKFFBC08CA,C,中正區,1,4
455940,RPRTMLOKNHKFFBC28CA,C,中正區,3,3
455941,RPSTMLOKNHKFFBC38CA,C,中正區,3,2
455942,RPTNMLSJOHKFFCC58EA,C,安樂區,3,2
455943,RPRNMLPLNHKFFBC97DA,C,仁愛區,5,8
455944,RPXNMLSKNHKFFCC98EA,C,安樂區,3,3
455945,RPSNMLLLNHKFFCC77DA,C,暖暖區,3,3
455946,RPQNMLPKNHKFFBC67CA,C,中正區,3,2
455947,RPSNMLPKNHKFFBC87CA,C,中正區,3,3
455948,RPTNMLPKNHKFFBC97CA,C,信義區,3,2
455949,RPPNMLNLNHKFFBC47CA,C,信義區,3,9
455950,RPRNMLMLNHKFFBC57CA,C,信義區,3,2
455951,RPUNMLMLNHKFFBC87CA,C,中正區,3,3
455952,RPOPMLQLNHKFFBC87CA,C,中正區,4,3
455953,RPWNMLQLNHKFFCC58CA,C,暖暖區,3,9
455954,RPTOMLKLNHKFFCC77CA,C,暖暖區,3,3
455955,RPSNMLRKNHKFFCC18CA,C,安樂區,3,9
455956,RPRNMLSKNHKFFCC18CA,C,暖暖區,3,9
455957,RPTNMLKKOHKFFCC67CA,C,七堵區,1,4
455958,RPWNMLLJOHKFFCC97CA,C,七堵區,3,9
455959,RPXNMLPKNHKFFCC48CA,C,安樂區,1,4
455960,RPOOMLSKNHKFFCC97CA,C,暖暖區,3,2
455961,RPSNMLTKNHKFFCC38CA,C,七堵區,3,8
455962,RPROMLKLNHKFFCC57CA,C,七堵區,3,2
455963,RPOOMLTKNHKFFCC08CA,C,安樂區,4,9
455964,RPSOMLQLNHKFFCC28CA,C,中山區,3,2
455965,RPUNMLQLNHKFFCC38CA,C,暖暖區,3,7
455966,RPSNMLQLNHKFFBC08CA,C,信義區,3,8
455967,RPPNMLNJOHKFFBC37CA,C,中正區,3,3
455968,RPPNMLOKOHKFFBC57CA,C,中正區,3,2
455969,RPWNMLKLNHKFFBC87CA,C,中正區,3,8
455970,RPPNMLLLNHKFFBC27CA,C,中正區,4,3
455971,RPQNMLMKOHKFFCC67DA,C,暖暖區,1,4
455972,RPRNMLMKOHKFFCC77DA,C,暖暖區,1,4
455973,RPVNMLSKNHKFFCC78EA,C,中山區,1,4
455974,RPVNMLLLNHKFFCC18EA,C,安樂區,3,5
455975,RPPNMLPKOHKFFCC97EA,C,安樂區,3,3
455976,RPTNMLTKNHKFFCC68EA,C,七堵區,3,2
455977,RPQNMLSLNHKFFBC18DA,C,仁愛區,3,2
455978,RPXNMLSKNHKFFBC78DA,C,仁愛區,3,2
455979,RPPNMLTKNHKFFBC08DA,C,信義區,3,9
455980,RPTNMLKLNHKFFBC67DA,C,信義區,3,2
455981,RPPOMLOJQHKFFBC87DA,C,中正區,3,2
455982,RPVNMLKLNHKFFBC77CA,C,仁愛區,5,2
455983,RPQOMLKLNHKFFBC37CA,C,中正區,3,2
455984,RPSNMLTKNHKFFBC28CA,C,仁愛區,3,7
455985,RPTNMLTKNHKFFBC38CA,C,信義區,3,9
455986,RPPNMLLJOHKFFBC17CA,C,信義區,3,9
455987,RPPNMLRLNHKFFBC87CA,C,仁愛區,5,2
455988,RPPNMLMLOHKFFBC47CA,C,信義區,3,2
455989,RPVOMLNJPHKFFBC18CA,C,信義區,3,2
455990,RPVNMLQLNHKFFCC48CA,C,暖暖區,3,9
455991,RPSOMLLLNHKFFCC77CA,C,安樂區,4,8
455992,RPVNMLTKNHKFFCC68CA,C,安樂區,4,3
455993,RPRNMLKLNHKFFCC47CA,C,安樂區,3,9
455994,RPPNMLTKNHKFFCC08CA,C,安樂區,3,9
455995,RPQNMLTKNHKFFCC18CA,C,安樂區,1,4
455996,RPTNMLNJOHKFFCC87CA,C,安樂區,4,3
455997,RPQNMLSJOHKFFCC08CA,C,中山區,3,8
455998,RPQNMLNKOHKFFCC67CA,C,安樂區,3,9
455999,RPQOMLKLNHKFFCC47CA,C,暖暖區,3,9
456000,RPSOMLKLNHKFFCC67CA,C,安樂區,3,2
456001,RPQNMLLLNHKFFCC47CA,C,安樂區,3,2
456002,RPRNMLLLNHKFFCC57CA,C,安樂區,3,2
456003,RPPNMLKLNHKFFCC27CA,C,安樂區,3,5
456004,RPWNMLKLNHKFFCC97CA,C,安樂區,3,3
456005,RPPOMLLLNHKFFCC47CA,C,七堵區,3,2
456006,RPPNMLNLNHKFFCC57CA,C,安樂區,4,3
456007,RPWOMLMLNHKFFCC28CA,C,安樂區,4,3
456008,RPOOMLQLNHKFFCC87CA,C,安樂區,3,9
456009,RPWNMLSLNHKFFCC78CA,C,中山區,4,8
456010,RPQNMLPLNHKFFBC77CA,C,信義區,3,2
456011,RPSNMLKLNHKFFBC47CA,C,信義區,4,9
456012,RPXNMLMLNHKFFCC48EA,C,中山區,3,2
456013,RPTNMLLLNHKFFCC97EA,C,中山區,3,2
456014,RPQNMLNJOHKFFCC77EA,C,安樂區,3,2
456015,RPPNMLMLNHKFFCC57DA,C,七堵區,3,2
456016,RPUOMLLLNHKFFBC87CA,C,信義區,4,8
456017,RPVOMLLLNHKFFBC97CA,C,信義區,1,4
456018,RPPNMLKLNHKFFBC17CA,C,中正區,3,2
456019,RPPNMLPLNHKFFBC67CA,C,仁愛區,3,7
456020,RPXOMLLLNHKFFBC18CA,C,中正區,2,4
456021,RPOPMLLLNHKFFBC37CA,C,中正區,2,4
456022,RPPPMLLLNHKFFBC47CA,C,中正區,2,4
456023,RPQPMLLLNHKFFBC57CA,C,中正區,2,4
456024,RPOOMLMJOHKFFBC27CA,C,信義區,2,4
456025,RPQOMLMJOHKFFBC47CA,C,信義區,3,9
456026,RPPNMLPJOHKFFBC57CA,C,信義區,3,2
456027,RPSNMLSJOHKFFBC18CA,C,中正區,3,2
456028,RPUNMLMKOHKFFBC87CA,C,中正區,3,2
456029,RPUNMLLKOHKFFBC77CA,C,中正區,3,3
456030,RPVNMLLKOHKFFBC87CA,C,中正區,3,3
456031,RPROMLSLNHKFFCC38CA,C,七堵區,4,3
456032,RPQNMLTLNHKFFCC28CA,C,七堵區,4,8
456033,RPQNMLRLNHKFFCC08CA,C,七堵區,3,7
456034,RPPOMLQLNHKFFCC97CA,C,暖暖區,3,9
456035,RPQNMLPLNHKFFCC87CA,C,中山區,3,8
456036,RPRNMLPLNHKFFCC97CA,C,安樂區,3,2
456037,RPRNMLOLNHKFFCC87CA,C,安樂區,1,4
456038,RPUOMLMLNHKFFCC08CA,C,安樂區,4,8
456039,RPROMLMLNHKFFCC77CA,C,安樂區,4,8
456040,RPOOMLLLNHKFFCC37CA,C,安樂區,3,2
456041,RPUNMLMKOHKFFCC97CA,C,中山區,3,8
456042,RPTNMLRKOHKFFCC38CA,C,中山區,4,9
456043,RPUNMLRKOHKFFCC48CA,C,中山區,4,9
456044,RPRNMLNJOHKFFCC67CA,C,暖暖區,3,2
456045,RPTOMLMJOHKFFCC87CA,C,七堵區,4,9
456046,RPUOMLMJOHKFFCC97CA,C,安樂區,3,9
456047,RPPOMLMJOHKFFCC47CA,C,安樂區,3,2
456048,RPSNMLLJOHKFFCC57CA,C,安樂區,3,8
456049,RPPNMLNJOHKFFCC47CA,C,安樂區,2,4
456050,RPTOMLLKOHKFFCC87CA,C,安樂區,3,2
456051,RPQOMLLLNHKFFCC57CA,C,七堵區,3,2
456052,RPUNMLMLNHKFFCC97CA,C,安樂區,3,3
456053,RPOOMLMLNHKFFCC47CA,C,暖暖區,4,3
456054,RPTOMLMLNHKFFCC97CA,C,安樂區,5,2
456055,RPTNMLSLNHKFFCC48CA,C,七堵區,1,4
456056,RPPNMLTLNHKFFCC18CA,C,暖暖區,4,3
456057,RPVNMLSLNHKFFCC68CA,C,七堵區,1,4
456058,RPXNMLSLNHKFFCC88CA,C,暖暖區,4,3
456059,RPPNMLNKOHKFFBC47CA,C,仁愛區,3,3
456060,RPPNMLMLNHKFFBC37CA,C,信義區,3,8
456061,RPQOMLQLNHKFFBC97CA,C,中正區,2,4
456062,RPROMLQLNHKFFBC08CA,C,中正區,2,4
456063,RPSOMLQLNHKFFBC18CA,C,中正區,2,4
456064,RPQNMLRKOHKFFCC28EA,C,中山區,1,4
456065,RPTNMLNLOHKFFCC28EA,C,暖暖區,4,9
456066,RPOPMLMJOHKFFCC57DA,C,中山區,3,2
456067,RPSNMLPLNHKFFBC08DA,C,信義區,1,4
456068,RPTNMLPLNHKFFBC08CA,C,中正區,3,2
456069,RPUNMLPLNHKFFBC18CA,C,信義區,2,4
456070,RPRNMLRLNHKFFBC08CA,C,信義區,3,9
456071,RPPNMLQLNHKFFBC77CA,C,信義區,3,2
456072,RPTNMLLKOHKFFBC67CA,C,仁愛區,3,2
456073,RPQNMLSJOHKFFBC97CA,C,信義區,3,3
456074,RPWNMLRKOHKFFBC58CA,C,信義區,3,8
456075,RPRNMLRLNHKFFCC18CA,C,暖暖區,3,2
456076,RPSOMLMLNHKFFCC87CA,C,安樂區,1,4
456077,RPTNMLPLNHKFFCC18CA,C,七堵區,1,4
456078,RPPOMLPLNHKFFCC87CA,C,七堵區,4,9
456079,RPQOMLQLNHKFFCC08CA,C,暖暖區,3,9
456080,RPROMLQLNHKFFCC18CA,C,安樂區,4,3
456081,RPSNMLQLNHKFFCC18CA,C,安樂區,3,2
456082,RPTNMLQLNHKFFCC28CA,C,七堵區,3,2
456083,RPQNMLQLNHKFFCC97CA,C,七堵區,3,2
456084,RPPOMLRKOHKFFCC08CA,C,安樂區,4,9
456085,RPOOMLMJOHKFFCC37CA,C,七堵區,3,2
456086,RPOOMLPLNHKFFCC77CA,C,中山區,3,2
456087,RPSNMLRLNHKFFCC28CA,C,安樂區,3,2
456088,RPPNMLSLNHKFFCC08CA,C,安樂區,4,3
456089,RPQNMLSLNHKFFCC18CA,C,安樂區,4,3
456090,RPPNMLRLNHKFFCC97CA,C,暖暖區,4,3
456091,RPRNMLTLNHKFFBC28CA,C,信義區,3,9
456092,RPPNMLKMNHKFFBC27CA,C,信義區,3,2
456093,RPUNMLMJOHKFFBC77CA,C,信義區,4,8
456094,RPSNMLRLNHKFFBC18CA,C,信義區,3,2
456095,RPUNMLRLNHKFFBC38CA,C,中正區,3,2
456096,RPWNMLRLNHKFFBC58CA,C,仁愛區,3,2
456097,RPPNMLSLNHKFFBC97CA,C,中正區,3,2
456098,RPVNMLPLNHKFFBC28CA,C,信義區,3,2
456099,RPWNMLPLNHKFFBC38CA,C,信義區,3,9
456100,RPTOMLQLNHKFFBC28CA,C,信義區,3,9
456101,RPROMLOLOHKFFBC08DA,C,信義區,3,2
456102,RPTNMLRLNHKFFBC38DA,C,信義區,4,2
456103,RPSOMLRJPHKFFBC38DA,C,中正區,4,3
456104,RPQNMLPJOHKFFCC97EA,C,中山區,3,2
456105,RPWNMLSJOHKFFCC88EA,C,安樂區,3,2
456106,RPSNMLSKOHKFFCC58EA,C,安樂區,3,3
456107,RPUOMLQLNHKFFBC48DA,C,中正區,3,2
456108,RPUNMLSLNHKFFBC58DA,C,信義區,3,2
456109,RPPNMLTLNHKFFBC08CA,C,信義區,1,4
456110,RPVNMLRLNHKFFBC48CA,C,信義區,3,9
456111,RPQNMLRLNHKFFBC97CA,C,仁愛區,3,8
456112,RPTNMLMJOHKFFBC67CA,C,仁愛區,3,3
456113,RPPNMLQJOHKFFBC67CA,C,信義區,3,2
456114,RPVNMLRKOHKFFBC48CA,C,信義區,3,2
456115,RPOOMLQKOHKFFBC77CA,C,中正區,3,2
456116,RPPOMLQKOHKFFBC87CA,C,信義區,3,9
456117,RPSNMLKKOHKFFBC47CA,C,信義區,3,2
456118,RPQOMLMLOHKFFBC67CA,C,信義區,3,2
456119,RPQNMLLJOHKFFCC37CA,C,七堵區,3,5
456120,RPPNMLMJOHKFFCC37CA,C,安樂區,3,3
456121,RPQPMLMJOHKFFCC67CA,C,暖暖區,4,3
456122,RPROMLMJOHKFFCC67CA,C,七堵區,3,2
456123,RPSPMLMJOHKFFCC87CA,C,安樂區,3,2
456124,RPPNMLOJOHKFFCC57CA,C,七堵區,3,2
456125,RPQOMLRKOHKFFCC18CA,C,暖暖區,4,3
456126,RPXNMLOLOHKFFCC58CA,C,中山區,4,5
456127,RPSNMLKLOHKFFCC67CA,C,中山區,3,9
456128,RPTNMLKLOHKFFCC77CA,C,中山區,4,5
456129,RPUNMLKLOHKFFCC87CA,C,中山區,3,5
456130,RPVNMLKLOHKFFCC97CA,C,中山區,4,5
456131,RPOOMLKLOHKFFCC37CA,C,中山區,3,9
456132,RPPOMLKLOHKFFCC47CA,C,中山區,4,5
456133,RPQOMLKLOHKFFCC57CA,C,中山區,3,9
456134,RPROMLKLOHKFFCC67CA,C,中山區,4,9
456135,RPSOMLKLOHKFFCC77CA,C,中山區,3,9
456136,RPUOMLKLOHKFFCC97CA,C,中山區,3,9
456137,RPVOMLKLOHKFFCC08CA,C,中山區,3,9
456138,RPOPMLKLOHKFFCC47CA,C,中山區,4,9
456139,RPQNMLLLOHKFFCC57CA,C,中山區,4,9
456140,RPRNMLLLOHKFFCC67CA,C,中山區,3,9
456141,RPVNMLLLOHKFFCC08CA,C,中山區,4,5
456142,RPWNMLLLOHKFFCC18CA,C,中山區,4,5
456143,RPPOMLOLOHKFFCC87CA,C,中山區,3,9
456144,RPXNMLRKOHKFFCC78CA,C,安樂區,3,2
456145,RPRNMLOJOHKFFCC77CA,C,安樂區,4,2
456146,RPRNMLMJOHKFFCC57CA,C,安樂區,3,2
456147,RPTNMLTJOHKFFCC48CA,C,安樂區,3,3
456148,RPPNMLRJOHKFFCC87CA,C,安樂區,3,2
456149,RPRNMLTLNHKFFCC38CA,C,暖暖區,4,3
456150,RPOOMLSLNHKFFCC08CA,C,安樂區,3,9
456151,RPPOMLSLNHKFFCC18CA,C,安樂區,4,9
456152,RPQOMLSLNHKFFCC28CA,C,暖暖區,3,9
456153,RPRNMLSLNHKFFCC28CA,C,七堵區,3,2
456154,RPXNMLMLOHKFFBC28CA,C,信義區,1,4
456155,RPSNMLMKOHKFFBC67CA,C,信義區,3,8
456156,RPXNMLRKOHKFFBC68CA,C,信義區,3,3
456157,RPQNMLPJOHKFFBC67CA,C,中正區,4,3
456158,RPWNMLMJOHKFFBC97CA,C,信義區,3,9
456159,RPROMLMJOHKFFBC57CA,C,中正區,3,7
456160,RPPNMLLMNHKFFBC37CA,C,中正區,2,4
456161,RPQNMLLMNHKFFBC47CA,C,中正區,2,4
456162,RPPNMLMJOHKFFBC27CA,C,中正區,3,8
456163,RPRNMLSLNHKFFBC28DA,C,中正區,2,4
456164,RPVNMLLJPHKFFBC97DA,C,中正區,3,2
456165,RPSNMLTLNHKFFCC68EA,C,安樂區,1,4
456166,RPPNMLKKOHKFFCC47EA,C,七堵區,1,4
456167,RPRNMLLMNHKFFBC57CA,C,中正區,4,3
456168,RPRNMLNJOHKFFBC57CA,C,信義區,3,8
456169,RPQNMLTLNHKFFBC18CA,C,信義區,3,7
456170,RPQOMLRKOHKFFBC08CA,C,仁愛區,5,2
456171,RPWNMLQKOHKFFBC48CA,C,仁愛區,3,9
456172,RPSNMLNKPHKFFBC87CA,C,中正區,3,8
456173,RPUNMLTLNHKFFCC68CA,C,七堵區,1,4
456174,RPVNMLTLNHKFFCC78CA,C,安樂區,1,4
456175,RPWNMLTLNHKFFCC88CA,C,安樂區,1,4
456176,RPPNMLLJOHKFFCC27CA,C,安樂區,3,2
456177,RPOOMLTJOHKFFCC08CA,C,中山區,3,2
456178,RPUNMLTJOHKFFCC58CA,C,暖暖區,4,9
456179,RPVNMLTJOHKFFCC68CA,C,安樂區,3,9
456180,RPSOMLOJOHKFFCC97CA,C,七堵區,3,2
456181,RPQNMLTJOHKFFCC18CA,C,暖暖區,4,3
456182,RPQNMLMJOHKFFCC47CA,C,七堵區,4,9
456183,RPUNMLLJOHKFFCC77CA,C,安樂區,1,4
456184,RPVNMLLJOHKFFCC87CA,C,安樂區,1,4
456185,RPXOMLMJOHKFFCC28CA,C,安樂區,1,4
456186,RPWNMLNJOHKFFCC18CA,C,七堵區,3,2
456187,RPXNMLNJOHKFFCC28CA,C,暖暖區,4,3
456188,RPSNMLQKOHKFFCC18CA,C,暖暖區,4,9
456189,RPTNMLQKOHKFFCC28CA,C,暖暖區,4,9
456190,RPPNMLPLOHKFFCC87CA,C,暖暖區,3,2
456191,RPVNMLOLOHKFFCC38CA,C,七堵區,4,9
456192,RPWNMLOLOHKFFCC48CA,C,七堵區,4,9
456193,RPWOMLMJOHKFFCC18CA,C,七堵區,3,7
456194,RPUNMLMJOHKFFCC87CA,C,暖暖區,4,9
456195,RPTOMLOJOHKFFCC08CA,C,安樂區,3,2
456196,RPPOMLPJOHKFFCC77CA,C,安樂區,3,2
456197,RPRNMLLJOHKFFCC47CA,C,安樂區,3,2
456198,RPTNMLSJOHKFFBC28CA,C,中正區,4,3
456199,RPQNMLMJOHKFFBC37CA,C,中正區,3,2
456200,RPVOMLMJOHKFFCC28EA,C,安樂區,3,2
456201,RPPNMLTLOHKFFBC28DA,C,信義區,3,2
456202,RPTOMLRLPHKFFBC68DA,C,中正區,3,9
456203,RPVNMLPJOHKFFCC48EA,C,七堵區,3,8
456204,RPTNMLMJOHKFFCC87DA,C,七堵區,3,2
456205,RPSNMLPJOHKFFBC87CA,C,中正區,3,3
456206,RPPNMLKKOHKFFBC17CA,C,信義區,4,9
456207,RPQNMLKKOHKFFBC27CA,C,信義區,4,9
456208,RPTOMLLJPHKFFBC77CA,C,信義區,3,3
456209,RPQOMLPJOHKFFCC87CA,C,安樂區,3,9
456210,RPPNMLPJOHKFFCC67CA,C,七堵區,3,7
456211,RPPOMLTJOHKFFCC18CA,C,中山區,3,2
456212,RPSNMLMJOHKFFCC67CA,C,七堵區,4,3
456213,RPQOMLMJOHKFFCC57CA,C,安樂區,1,4
456214,RPPPMLMJOHKFFCC57CA,C,中山區,3,2
456215,RPRPMLMJOHKFFCC77CA,C,暖暖區,3,2
456216,RPUNMLOJOHKFFCC08CA,C,七堵區,1,4
456217,RPPNMLOLOHKFFCC77CA,C,暖暖區,4,9
456218,RPPOMLLLOHKFFCC57CA,C,中山區,4,9
456219,RPROMLLLOHKFFCC77CA,C,中山區,3,9
456220,RPTNMLOJOHKFFCC97CA,C,安樂區,3,9
456221,RPROMLOJOHKFFCC87CA,C,安樂區,3,2
456222,RPWNMLTJOHKFFCC78CA,C,七堵區,3,2
456223,RPQNMLTLOHKFFBC28CA,C,信義區,3,9
456224,RPVNMLMKOHKFFBC97CA,C,中正區,3,3
456225,RPTNMLPJOHKFFBC97CA,C,中正區,3,3
456226,RPPNMLOJOHKFFBC47CA,C,信義區,3,2
456227,RPTOMLMJOHKFFBC77CA,C,中正區,3,3
456228,RPPOMLLJPHKFFBC47DA,C,中正區,3,7
456229,RPUOMLOJOHKFFBC18DA,C,中正區,3,3
456230,RPQNMLOJOHKFFCC87EA,C,中山區,3,2
456231,RPRNMLSKOHKFFCC48EA,C,安樂區,3,3
456232,RPRQMLLJPHKFFCC08EA,C,七堵區,3,9
456233,RPSNMLOJOHKFFBC77CA,C,信義區,3,3
456234,RPSOMLOJOHKFFBC87CA,C,仁愛區,5,8
456235,RPVOMLOJOHKFFBC18CA,C,中正區,3,3
456236,RPRNMLPJOHKFFBC77CA,C,中正區,4,3
456237,RPPNMLMKOHKFFBC37CA,C,仁愛區,5,2
456238,RPXNMLTJOHKFFBC78CA,C,中正區,3,7
456239,RPRNMLSJOHKFFBC08CA,C,信義區,4,9
456240,RPTNMLKKOHKFFBC57CA,C,中正區,4,3
456241,SPTNMLKKOHKFFBC67CA,C,中正區,3,3
456242,RPPNMLLKOHKFFBC27CA,C,仁愛區,3,9
456243,RPROMLRKOHKFFBC18CA,C,中正區,3,2
456244,RPXNMLSKOHKFFBC78CA,C,信義區,3,2
456245,RPXNMLSJOHKFFCC78CA,C,中山區,3,9
456246,RPSNMLOJOHKFFCC87CA,C,暖暖區,1,4
456247,RPVNMLOJOHKFFCC18CA,C,安樂區,3,9
456248,RPPOMLOJOHKFFCC67CA,C,中山區,3,2
456249,RPQOMLOJOHKFFCC77CA,C,中山區,3,2
456250,RPROMLRKOHKFFCC28CA,C,安樂區,3,2
456251,RPQNMLNLOHKFFCC77CA,C,安樂區,3,2
456252,RPSNMLKMOHKFFCC77CA,C,七堵區,1,4
456253,RPTNMLKMOHKFFCC87CA,C,七堵區,1,4
456254,RPUNMLKMOHKFFCC97CA,C,七堵區,1,4
456255,RPTNMLQJPHKFFCC28CA,C,七堵區,1,4
456256,RPVNMLQJPHKFFCC48CA,C,七堵區,4,3
456257,RPPPMLNJPHKFFCC77CA,C,安樂區,3,2
456258,RPQOMLMJPHKFFCC67CA,C,七堵區,1,4
456259,RPPNMLSLOHKFFCC18CA,C,中山區,3,5
456260,RPOOMLPKOHKFFCC77CA,C,安樂區,3,3
456261,RPXNMLTJOHKFFCC88CA,C,安樂區,4,3
456262,RPTNMLPJOHKFFCC08CA,C,暖暖區,4,3
456263,RPUNMLPJOHKFFCC18CA,C,暖暖區,4,3
456264,RPXNMLPJOHKFFCC48CA,C,暖暖區,1,4
456265,RPUNMLSJOHKFFCC48CA,C,七堵區,3,2
456266,RPUOMLLKOHKFFCC97CA,C,安樂區,3,9
456267,RPPNMLLKOHKFFCC37CA,C,安樂區,4,3
456268,RPWNMLLKOHKFFCC08CA,C,安樂區,4,9
456269,RPSNMLQKOHKFFBC08CA,C,中正區,2,4
456270,RPRNMLKKOHKFFBC37CA,C,信義區,4,9
456271,RPXNMLQKOHKFFCC88EA,C,安樂區,4,3
456272,RPPNMLPJOHKFFCC87EA,C,七堵區,3,2
456273,RPWNMLMKOHKFFCC28DA,C,七堵區,1,4
456274,RPXNMLMKOHKFFCC38DA,C,七堵區,1,4
456275,RPPOMLMKOHKFFCC67DA,C,七堵區,1,4
456276,RPQOMLMKOHKFFCC77DA,C,七堵區,1,4
456277,RPROMLMKOHKFFCC87DA,C,七堵區,1,4
456278,RPTOMLOJOHKFFBC08DA,C,仁愛區,5,2
456279,RPUNMLTJOHKFFBC58DA,C,信義區,3,9
456280,RPPPMLQJPHKFFCC18DA,C,暖暖區,3,9
456281,RPPNMLSJOHKFFCC18EA,C,暖暖區,3,3
456282,RPSNMLTJOHKFFCC58EA,C,安樂區,3,2
456283,RPVNMLTJOHKFFBC58CA,C,信義區,3,9
456284,RPWNMLTJOHKFFBC68CA,C,中正區,3,3
456285,RPRNMLLKOHKFFBC47CA,C,中正區,3,2
456286,RPVNMLKKOHKFFBC77CA,C,仁愛區,5,8
456287,RPXNMLKKOHKFFBC97CA,C,信義區,3,8
456288,RPRNMLMKOHKFFBC57CA,C,中正區,3,2
456289,RPSOMLRKOHKFFBC28CA,C,信義區,3,2
456290,RPPNMLRJOHKFFBC77CA,C,中正區,4,3
456291,RPRNMLTJOHKFFBC18CA,C,中正區,3,2
456292,RPVNMLSKOHKFFBC58CA,C,信義區,3,2
456293,RPWNMLMLOHKFFBC18CA,C,中正區,3,7
456294,RPROMLKKOHKFFCC57CA,C,中山區,3,7
456295,RPQOMLSKOHKFFCC28CA,C,安樂區,3,2
456296,RPXOMLKMOHKFFCC38CA,C,七堵區,4,9
456297,RPPPMLKMOHKFFCC67CA,C,七堵區,4,9
456298,RPRPMLKMOHKFFCC87CA,C,七堵區,4,9
456299,RPTPMLKMOHKFFCC08CA,C,七堵區,4,9
456300,RPUNMLQJPHKFFCC38CA,C,七堵區,3,2
456301,RPWNMLQJPHKFFCC58CA,C,七堵區,3,2
456302,RPVPMLKMOHKFFCC28CA,C,七堵區,4,9
456303,RPXPMLKMOHKFFCC48CA,C,七堵區,4,9
456304,RPPQMLKMOHKFFCC77CA,C,七堵區,4,9
456305,RPPOMLTLOHKFFCC38CA,C,暖暖區,4,3
456306,RPSNMLMKOHKFFCC77CA,C,七堵區,3,2
456307,RPWNMLKKOHKFFCC97CA,C,安樂區,4,2
456308,RPRNMLLKOHKFFCC57CA,C,七堵區,3,2
456309,RPRNMLOLOHKFFBC87CA,C,中正區,3,3
456310,RPWNMLLJPHKFFBC97CA,C,中正區,3,8
456311,RPSNMLTJOHKFFBC28CA,C,中正區,3,3
456312,RPTOMLRKOHKFFBC38CA,C,信義區,4,2
456313,RPQNMLPKOHKFFBC77CA,C,中正區,3,3
456314,RPTNMLMKOHKFFBC77CA,C,中正區,3,3
456315,RPWNMLKKOHKFFBC87CA,C,信義區,3,2
456316,RPVNMLKKOHKFFCC08EA,C,中山區,3,9
456317,RPPNMLSJOHKFFBC97DA,C,信義區,3,2
456318,RPSNMLKMOHKFFBC77DA,C,中正區,4,3
456319,RPPNMLPLOHKFFBC87DA,C,中正區,3,7
456320,RPWOMLMKOHKFFCC38DA,C,安樂區,3,2
456321,RPUNMLKKOHKFFBC67CA,C,信義區,3,7
456322,RPPNMLRKOHKFFBC87CA,C,信義區,3,8
456323,RPTOMLSKOHKFFBC48CA,C,信義區,3,3
456324,RPROMLMLOHKFFBC77CA,C,仁愛區,3,8
456325,RPSNMLLKOHKFFCC67CA,C,暖暖區,4,2
456326,RPUNMLLKOHKFFCC87CA,C,安樂區,3,8
456327,RPVNMLLKOHKFFCC97CA,C,七堵區,3,2
456328,RPPOMLKKOHKFFCC37CA,C,安樂區,3,3
456329,RPSOMLKKOHKFFCC67CA,C,安樂區,3,2
456330,RPTOMLKKOHKFFCC77CA,C,七堵區,3,2
456331,RPXNMLLKOHKFFCC18CA,C,安樂區,3,8
456332,RPQNMLLKOHKFFCC47CA,C,安樂區,3,2
456333,RPSOMLLKOHKFFCC77CA,C,安樂區,3,2
456334,RPTNMLMKOHKFFCC87CA,C,七堵區,3,2
456335,RPVNMLQKOHKFFCC48CA,C,安樂區,3,2
456336,RPWNMLQKOHKFFCC58CA,C,安樂區,4,3
456337,RPOOMLNLOHKFFCC67CA,C,七堵區,3,9
456338,RPQNMLOLOHKFFCC87CA,C,七堵區,1,4
456339,RPTNMLSKOHKFFCC48CA,C,安樂區,3,9
456340,RPSOMLRKOHKFFCC38CA,C,安樂區,4,9
456341,RPQNMLQKOHKFFCC97CA,C,暖暖區,3,9
456342,RPPNMLSKOHKFFCC08CA,C,安樂區,3,3
456343,RPUOMLKMOHKFFCC08CA,C,暖暖區,3,9
456344,RPQOMLQLOHKFFCC18CA,C,安樂區,3,9
456345,RPQNMLLJPHKFFCC47CA,C,七堵區,4,9
456346,RPSNMLLJPHKFFCC67CA,C,七堵區,4,9
456347,RPUNMLLJPHKFFCC87CA,C,七堵區,4,5
456348,RPOOMLLJPHKFFCC37CA,C,七堵區,3,9
456349,RPROMLQJPHKFFCC18CA,C,安樂區,3,3
456350,RPPNMLSJPHKFFCC08CA,C,中山區,3,2
456351,RPSOMLQJPHKFFCC28CA,C,暖暖區,3,2
456352,RPQOMLLJPHKFFCC57CA,C,七堵區,4,9
456353,RPWOMLLJPHKFFCC18CA,C,七堵區,4,9
456354,RPOPMLLJPHKFFCC47CA,C,七堵區,4,5
